Location,Date,Perpetrators,Number of Victims,Outcome,Motive,Estimated Number of Victims,Casualties,Context,Perpetrator,Survivors,Aftermath,Number of Casualties,Date of Massacre,Parties Involved,Conflicting Reports on Casualties,Victims,Duration,Number of Fatalities,Injuries,Fatalities,Relationship with Haganah,Number of Deaths,Population of the Village,Composition of IDF's 89th Commando Battalion,Injured,Method of Attack,Date Range,Description,Arrests,Impact,Government Response,Background,Deaths,Demographics of Victims,Locations,Total Victims,Number of Injured,Details,Response,Political Context,Legal Outcome,,Legal Consequences,Weapon Used,Atrocities,Convictions,Additional Context,Accusations,Legal Proceedings,Nationalities,Discovery of Mass Graves,Identified Victims,Number of Arrests,Arrests Made,Number of Civilians Killed,Condemnation,Groups Involved,Legislative Changes,Circumstances,Targets,Demands,Historical Context,Investigation Outcome,Impact on Survivors,Weapons,Reactions,Number of Protesters Killed,Background Context,Event,Estimated Casualties,Investigation Findings,Authorities Response,Number of Injuries,Impact on Village,Attack Method,Controversies,Victims' Demographics,Weapons Used,Actions Taken,Consequences,Units Involved,Number Injured,Estimated Death Toll,International Response,Relationship with Other Groups,Population of the Affected Area,Property Damage,Military Actions,Number of Dead,Fatal Victims,Victims Demographics,Verdict,Government Actions,Organizations Demanding Justice,Claims of Responsibility,Main Perpetrator,Number of Bodies Found,Comparison to Tamaulipas Massacre,Total Number of Mass Graves,Significance,Specific Targeting,Locations of Killings,Prominent Figures,Ongoing Violence,Official Death Toll,Age Range of Victims,Rescue Operation,Mastermind,Gender,Attack Details,Bullet Details,Subsequent Casualties,Armed Forces Special Powers Act,Oting Population,Reported Death Tolls,Responsible Party,Soldiers' Inaction,Estimated Civilian Casualties,Communication Blockade,Military Actions in Axum,International Acknowledgment,Key Narratives,Response of Uzbek Government,Protester Demands,Actions of Federal Troops,Separation of Men and Women,Open Fire Order,Legal Actions,Cultural Response,Conflicting Casualty Figures,Nature of Crime,Individuals Charged,Alleged Victims,Claims/Confessions,Destruction,Hostages,Children Victims,Attacker Fatalities,Group Responsible,Teachers,Students,Gymnasium Dimensions,Hidden Weapons Reports,Repercussions in Russia,Investigations/Tribunals,Purpose of Protest,Attackers,Actions/ Cover-ups,Apology Issued,Alleged Police Involvement,Actions by South Korean Forces,22 Jan 2021,Security at Event,Key Events,Perpetrator Units,Specific Quotes or Estimates,Survivor Fate,Event Background,Additional Casualties,Legal Outcomes,Societal Impact,Global Impact,Commission Establishment,New Zealand Reputation,Condition of Bodies,Discovery Method,Additional Details,Impact and Aftermath,Government Officials Involved,Nature of the Incident,Events Leading Up to the Attack,Start Date,End Date,Main Players,Notes,Claimed Responsibility,Authorities' Reaction,Judicial Follow Up,Actions,Perpetrating Unit,Number of Civilian Deaths,Designation,Law Enforcement Agencies Involved,Response Time,Total Casualties,Involved Parties,Previous Incidents,Official Acknowledgments,Number of Children,Actions During Massacre,Cover-Up Attempts,Response of Chinese Authorities,Estimated Number of Deaths,"September 4, 1977",Demands from TRC,Court Order,Firearms Presence,Trial Outcomes,Civil Suit Filed,Amount of Damages Sought,Suspects,Investigative Team,Opposing Sides,Initial Trigger,Composition of Convoy,"November 19, 2005",[continue based on the above output],Deaths (Jewish),Injuries (Jewish),Deaths (Arab),Injuries (Arab),Immediate Trigger,Retaliatory Attacks,Relationship at Refinery,Tensions,Condemnation by Jewish Agency,Estimated Number of Casualties,Memorials at Hill 303,Women,Children,Methods,Estimated Deaths,Instigators,Political Impact,International Involvement,"March 18, 1968",Suppressed coverage by Marcos administration,Casualties Range,Actions Taken by Government,Subsequent Actions,Retaliatory Action Taken,Arrests/ Legal Proceedings,Alleged Actions,Involvement of Local Collaborators,Parties involved,Controversy,Death Toll,Subsequent Attacks,Response from Nicolás Maduro Administration,UN Recommendations,1953,"This table summarizes essential details of the Lari massacre in 1953 during the Mau Mau Uprising in Kenya, including the date, location, number of victims, perpetrators, retaliatory actions taken, and the overall outcome of the event.",Reaction,Initial Denial of Loss of Lives,Admission by Nigerian Army,Involvement with Live and Blank Bullets,Actions of the Perpetrator,-------------,7 March 1987,Nationalities of Victims,Motive and Actions,Methods of Killing,Guzmán's Admission,Hostage Situation,Charges,Details of Massacre,Context/Motive,Total Number of Victims,Events Leading to the Massacre,Notable Survivors,Cause of Death,Duration of Battle of Huế,Total Death Toll,Nature of Killings,Subsequent Investigations,Villages Affected,Response from China,Drug Lord Involved,Role of British Army/Ulster Defence Regiment,Alleged Involvement of British Military Intelligence,Armed Groups Involved,Missing Individuals,International Condemnation,Justification by U.S. Officials,Controversy and Reports,Reason/Motive,Legal/Reconciliation Actions Taken,Number of Soldiers Charged,Convicted Individual,Details of Victims,Victims (Children),Subsequent Action,Related Incidents,Names of Victims,Acknowledgment,Nationalities/ Characteristics,Responsible Unit,U.S. Army Acknowledgment,Method of Killing,Additional Information,Motivations,Affiliations,Law Enforcement Response,Categorization,Responsible Parties,Method,Notable Details,Involvement of U.S. Marines,Motives,Specific Threats,Notable Individuals Hospitalized,Political Implications in Sicily,Breakdown of Victims,Possible Motives,Locations in Cairo,Total Deaths,Civilian Deaths,Police Deaths,Reactions/Aftermath,Trial Details,Outcome of Trial,Crimes Committed,Conflicting Reports on Death Toll,Surrounding Circumstances,Role of IDF,Key Events Leading to the Massacre,Subsequent Commemorations,Discovery of Files,International Presence,Number of Dutch Journalists Killed,Number of Guerrillas Killed,Military Unit Involved,Actions Leading Up to Incident,Investigations,Victim Demographics,Behavior of the Crowd,Police Response,Organizations Involved,Inquiry Findings,Repercussions,Target,Offensive Against ISIL,Strategic Motivations,Targeted Group,Notable Individuals Killed,Impact on Society,Revised Death Toll,Duration of Attack,Tactics,Suspected Motive,Previous Attacks,Government Suspicions,Estimated Participants,Reason for Protest,Paramilitary Units Involved,UN Declaration as Safe Area,Buried Victims,Retaliation Claims,Legal Classification,Follow-Up Actions,Impact on Community,Events Leading Up to Massacre,Denial of Responsibility,Nature,Inspired Movement,Grievances,Protest Goals,Nationality,Signs of Deaths,Accusations Against,Ethnic Groups Involved,Official Declarations,22 July 2011,"This table outlines the essential details of the 2011 Norway attacks, including the date, locations, casualties, perpetrator, motive, and the subsequent outcome of the attacks.",Witnesses,Number Killed,Main Locations,Discovery of Mass Grave,Investigation Efforts,Leader,Trigger,Description of Kenyan Army's Actions,Government's Acknowledgment,"Role of Truth, Justice, and Reconciliation Commission of Kenya",Controversy Over Number of Detainees and Victims,Number of Protestors Killed,Differing Accounts of Incident,Perpetrator's Motive,Victims' Gender,trigger
"Durango, Mexico",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 mass graves found,Alfonso Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 340,189 bus passengers,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 Durango massacres
"San Fernando, Tamaulipas, Mexico",March 2011,Los Zetas drug cartel,193,,,,,,,,"Citizens fleeing, return to the city in 2012",,,,,,,,,,,,,,,,,,,,"Sent troops, established military base",,,,,,,"Rapes, forced fights resulting in recruitment or death, mass graves, reasonings unknown",,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 San Fernando massacre
"Nuevo Laredo, Tamaulipas, Mexico",2012,,,,,,,"The drug-violence in Nuevo Laredo stemming from cartel warfare, initiated in 2003, intensified with the Gulf Cartel, Sinaloa Cartel and Los Zetas in conflict. The city serves as a crucial drug corridor due to its strategic location",,,,,,"Sinaloa Cartel, Gulf Cartel, Los Zetas",,,,,,,,,,,,,,,,"Disruption of peace, economic ramifications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Control of drug routes, violence escalation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012 Nuevo Laredo massacres
"Bentiu, South Sudan",15 April 2014,Nuer-led SPLM/A-IO,,,,Over 400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targeting of specific ethnic and religious groups,"Main mosque, Catholic church, Kali-Ballee mosque",Peter Par Jiek D.,Yes,Exceeded 400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Bentiu massacre
"Peshawar, Pakistan",16 December 2014,Tehrik-i-Taliban Pakistan,,,,,149 (including 132 schoolchildren),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lifting moratorium on death penalty, military action",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-18,Pakistan Army's Special Services Group special forces,Omar Khorasani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Peshawar school massacre
"Meram, Konya Province, Turkey",30 July 2021,,7,,Targeting Kurdish family,,,,Mehmet Altun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 women, 3 men","Shooting, attempted arson, multiple bullet wounds",21 bullets found in bodies of victims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 Konya massacre
"Oting, Mon District, Nagaland, India","December 4, 2021",,,,,,,"Ambush by 21st Para Special Forces on civilians, subsequent violence, calls to repeal Armed Forces Special Powers Act, history of secessionist politics in Nagaland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Widely condemned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8 civilians, 1 soldier",Enacted in 1958,1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 Nagaland killings
"Bangkok, Thailand",6 October 1976,,,,,,,"Crackdown on leftist protesters at Thammasat University and Sanam Luang in response to ongoing demonstrations against the return of former dictator Thanom Kittikachorn, contributing to the political polarization of Thai society.",,,,"46 confirmed, potentially over 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thai police, right-wing paramilitaries, bystanders, leftist protesters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 October 1976 massacre
"Accomarca, Ayacucho, Peru",14 August 1985,"Chief of the Political-Military Command, Second Lieutenant Telmo Hurtado Hurtado, Lieutenant Rivera Rondón, Major José Daniel Williams Zapata","69 (official), 47 or 74 (variously reported)",,,,,Peruvian military massacres unarmed villagers in the peasant village; part of human rights violations during internal war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accomarca massacre
"Acteal, Chiapas, Mexico","December 22, 1997",Máscara Roja,45,,Alleged affiliation with Zapatista Army,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government of Mexico,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acteal massacre
,28-29 November 2020,Eritrean Defence Forces,,,,,,,,,,,,,,,28 Nov - ongoing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100–800,Yes,"Heavy shelling, airstrikes, tank attacks, withdrawal of local administration, presence of Tigrayan Special forces",Early January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aksum massacre
"Al-Dawayima, Palestine",,,,,,Hundreds,,,,,,,"October 29, 1948",,Estimates vary from 30 to 145,,,,,,Considered 'very friendly',,"Around 6,000 with 4,000 refugees",Former Irgun and Lehi forces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al-Dawayima massacre
"Andijan, Uzbekistan",13 May 2005,,,,,,,,,,,187-several hundred,,,,,,,,,,,,,,,,,,,,"Protests, economic conditions, possible colour revolution, calls for international investigation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegations of 1,500 fatalities, mass graves, potential motives of troops","Improved ties with China and Russia, closure of US base","Release of 23 businessmen, charges, denial of claims",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andijan massacre
"Anuradhapura, Sri Lanka","May 14, 1985",Liberation Tigers of Tamil Eelam,146,,"Retaliation for the 1985 Valvettiturai massacre by the Sri Lanka Army, targeting Sinhalese civilians in Anuradhapura",,,,,,"EROS and PLOTE initially claimed responsibility, LTTE later found responsible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anuradhapura massacre
"Aramoana, New Zealand",13 November 1990,,,,,,,,David Gray,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,Police Anti-Terrorist Squad,,,,,,,,,,,,,,,,,,,"Tighter firearm restrictions, licensing changes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aramoana massacre
"Aranthalawa, Sri Lanka","June 2, 1987",Liberation Tigers of Tamil Eelam (LTTE),"33 Buddhist monks, 4 civilians","Brutal massacre, four monks critically injured, one permanently disabled","Increase animosity and provoke backlash, demonstrate power, undermine Buddhist influence",,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aranthalawa Massacre
"Asaba, Delta State, Nigeria",October 1967,,,,,Several hundred,,,,,"Mass graves, loss of male family members",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Biafran War, Invasion of Mid-Western Region, Biafran sympathizers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ransacking, indiscriminate killings",Segregation at Ogbe-Osowa,Issued by Maj. Ibrahim Taiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asaba massacre
"Aztra ingenio, La Troncal, Ecuador","October 18, 1977",National Police of Ecuador,Over 100,,"Suppressing a strike demanding better wages, predominantly indigenous workers, a catalyst for the formation of the Ecumenical Commission for Human Rights.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perpetrators not tried,"Play ""Tazas rosas de té"" by Gabriela Ponce Padilla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aztra massacre
"Babrra ground, Charsadda District, Pakistan",12 August 1948,Chief Minister Abdul Qayyum Khan Kashmiri,,,,Approximately 15 (official),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Khudai Khidmatgar movement, transition from British Raj, involvement in politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conflicting reports from 150 to 400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babrra massacre
"Balad al-Shaykh, Mandatory Palestine",,Haganah,,,,Large number,,,,,,,Early 1948,,"Yes, significant effect on Arab morale",,,,,,Part of 1947-1948 civil war,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balad al-Shaykh massacre
"Bara Village, Gaya District, India",12–13 February 1992,Maoist Communist Centre of India,40 (Bhumihars),,,,,,,,"9 convicted, including death sentences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Social justice politics in Bihar, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slitting throats,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bara massacre
